,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
308,30,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,4000,14.27,0,0.08,N,9
309,22,70000,MORTGAGE,0.0,EDUCATION,D,9600,15.37,0,0.14,N,2
310,27,79200,OWN,1.0,HOMEIMPROVEMENT,E,15000,17.14,0,0.19,N,8
311,32,27000,RENT,2.0,EDUCATION,C,6000,12.73,0,0.22,Y,5
312,35,54000,OWN,4.0,VENTURE,A,6000,6.62,0,0.11,N,9
313,27,75000,OWN,11.0,HOMEIMPROVEMENT,C,6000,13.47,0,0.08,N,7
314,27,60000,MORTGAGE,11.0,MEDICAL,C,6000,13.35,0,0.1,N,8
315,38,52000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15250,7.88,0,0.29,N,15
316,24,83500,RENT,1.0,EDUCATION,C,20000,13.48,0,0.24,N,3
317,33,150000,MORTGAGE,12.0,EDUCATION,B,13125,10.99,0,0.09,N,9
318,22,41838,RENT,0.0,MEDICAL,D,6600,16.89,1,0.16,N,3
319,26,127500,OWN,9.0,MEDICAL,D,24250,15.31,0,0.19,Y,4
320,25,50000,RENT,6.0,MEDICAL,A,4000,6.92,0,0.08,N,4
321,26,54000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,7200,5.42,0,0.13,N,2
322,23,60000,MORTGAGE,7.0,EDUCATION,B,20000,12.18,0,0.33,N,4
323,24,40000,OWN,8.0,HOMEIMPROVEMENT,C,7500,13.22,0,0.19,N,3
324,30,55684,MORTGAGE,13.0,EDUCATION,B,5200,12.69,0,0.09,N,9
325,29,44000,RENT,1.0,EDUCATION,D,4000,12.36,1,0.09,Y,8
326,22,30000,RENT,7.0,MEDICAL,A,7200,8.9,1,0.24,N,2
327,45,61000,OWN,7.0,MEDICAL,C,20000,13.22,0,0.33,Y,17
328,39,57996,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.88,0,0.14,N,16
329,32,138000,MORTGAGE,16.0,EDUCATION,A,20000,7.88,0,0.14,N,7
330,24,60000,MORTGAGE,2.0,MEDICAL,B,12000,9.99,0,0.2,N,2
331,28,45000,RENT,6.0,MEDICAL,B,11000,11.99,0,0.24,N,7
332,34,100000,RENT,4.0,VENTURE,C,18000,13.49,0,0.18,Y,10
333,21,60000,RENT,6.0,EDUCATION,B,25000,10.99,1,0.42,N,4
334,23,100000,RENT,4.0,MEDICAL,B,2000,10.62,0,0.02,N,2
335,27,20004,RENT,0.0,VENTURE,B,1500,12.69,0,0.07,N,9
336,25,52000,RENT,5.0,MEDICAL,B,19000,10.99,1,0.37,N,4
337,41,138550,MORTGAGE,8.0,MEDICAL,D,23000,14.96,1,0.14,N,12
338,23,65000,RENT,2.0,DEBTCONSOLIDATION,C,8000,14.72,0,0.12,Y,2
339,22,34000,RENT,1.0,PERSONAL,C,6500,13.22,1,0.19,Y,3
340,26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.14,Y,2
341,28,42240,OWN,2.0,PERSONAL,B,12000,11.86,0,0.28,N,6
342,23,47000,RENT,4.0,EDUCATION,B,5000,9.99,0,0.11,N,3
343,28,135000,MORTGAGE,0.0,MEDICAL,A,14400,5.42,0,0.11,N,8
344,37,37500,RENT,0.0,PERSONAL,A,6750,6.91,0,0.18,N,16
345,26,25000,RENT,5.0,EDUCATION,A,6000,8.0,0,0.24,N,2
346,21,45000,RENT,1.0,PERSONAL,A,6800,5.79,0,0.15,N,3
347,42,39996,MORTGAGE,2.0,HOMEIMPROVEMENT,A,2500,5.42,0,0.06,N,12
348,35,39000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,15000,10.99,0,0.38,N,9
349,25,66420,MORTGAGE,1.0,EDUCATION,B,4000,12.18,0,0.06,N,2
350,35,140000,MORTGAGE,3.0,MEDICAL,B,25000,12.21,0,0.18,N,10
351,25,57700,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,10.99,0,0.16,N,3
352,24,72444,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,10.74,0,0.35,N,4
353,24,65004,RENT,4.0,PERSONAL,A,8000,8.49,0,0.12,N,2
354,25,62604,RENT,2.0,PERSONAL,A,9000,10.99,0,0.14,N,3
355,34,12000,OWN,0.0,HOMEIMPROVEMENT,B,3250,10.99,1,0.27,N,5
356,28,39000,RENT,0.0,MEDICAL,A,9600,7.49,0,0.25,N,8
357,27,41000,RENT,0.0,MEDICAL,B,15000,11.48,1,0.37,N,8
358,26,55000,RENT,10.0,MEDICAL,A,8400,8.94,0,0.15,N,3
359,35,70000,MORTGAGE,0.0,MEDICAL,B,12000,11.71,0,0.17,N,10
360,35,90000,MORTGAGE,8.0,EDUCATION,B,4800,9.99,0,0.05,N,5
361,23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,3
362,22,50000,OWN,1.0,EDUCATION,A,3600,10.99,0,0.07,N,3
363,38,25000,RENT,1.0,EDUCATION,A,1000,8.0,0,0.04,N,16
364,22,32340,RENT,6.0,DEBTCONSOLIDATION,A,7000,6.62,0,0.22,N,2
365,24,14400,RENT,0.0,MEDICAL,A,1200,7.29,0,0.08,N,4
366,25,55000,RENT,0.0,VENTURE,B,20000,9.88,1,0.36,N,4
367,30,68580,RENT,3.0,VENTURE,A,10000,7.88,0,0.15,N,10
368,22,60000,RENT,5.0,VENTURE,A,3500,5.42,0,0.06,N,2
369,30,72000,MORTGAGE,13.0,VENTURE,A,12000,7.88,0,0.17,N,8
370,24,90996,MORTGAGE,2.0,EDUCATION,A,16000,7.88,0,0.18,N,3
371,21,95400,MORTGAGE,0.0,PERSONAL,A,12000,5.42,0,0.13,N,2
372,44,584800,MORTGAGE,4.0,MEDICAL,C,20000,10.99,1,0.03,Y,16
373,27,45000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5400,12.99,0,0.12,N,7
374,22,82000,RENT,6.0,EDUCATION,D,12000,13.55,0,0.15,N,4
375,22,21600,OWN,3.0,VENTURE,A,8500,6.54,0,0.39,N,4
376,22,43200,MORTGAGE,4.0,VENTURE,A,7975,7.49,0,0.18,N,2
377,27,65000,RENT,0.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.18,N,7
378,25,19200,RENT,5.0,EDUCATION,D,5875,14.11,1,0.31,N,3
379,25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,4800,10.65,0,0.07,N,3
380,26,46999,RENT,2.0,VENTURE,B,10000,10.99,0,0.21,N,3
381,34,90000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9900,5.99,0,0.11,N,5
382,24,54600,RENT,2.0,EDUCATION,C,7200,12.53,0,0.13,N,2
383,35,30000,RENT,5.0,MEDICAL,A,1500,7.29,1,0.05,N,8
384,25,64000,RENT,7.0,DEBTCONSOLIDATION,D,8000,15.28,1,0.13,Y,4
385,26,41004,RENT,2.0,MEDICAL,B,3000,11.14,0,0.07,N,2
386,25,45000,MORTGAGE,4.0,VENTURE,C,10400,14.27,0,0.23,Y,2
387,25,60000,MORTGAGE,5.0,VENTURE,D,3000,14.59,0,0.05,Y,4
388,24,37000,RENT,2.0,MEDICAL,A,2000,5.42,0,0.05,N,4
389,31,31500,RENT,2.0,VENTURE,B,3500,11.49,0,0.11,N,6
390,38,55000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,11700,7.66,0,0.21,N,13
391,31,36000,RENT,7.0,EDUCATION,B,4500,9.99,0,0.13,N,10
392,22,65000,MORTGAGE,0.0,MEDICAL,B,3000,10.36,0,0.05,N,3
393,25,46000,OWN,0.0,DEBTCONSOLIDATION,E,19750,16.7,1,0.43,Y,4
394,26,60000,RENT,7.0,MEDICAL,B,12000,10.99,0,0.2,N,3
395,25,133119,MORTGAGE,10.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.19,N,3
396,30,46500,MORTGAGE,8.0,VENTURE,A,6000,7.88,0,0.13,N,8
397,22,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8000,13.49,0,0.11,Y,2
398,24,99750,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,9.62,0,0.12,N,3
399,36,29000,RENT,9.0,MEDICAL,B,1200,12.42,0,0.04,N,15
400,36,64064,MORTGAGE,4.0,VENTURE,B,9500,10.99,0,0.15,N,15
401,30,53208,MORTGAGE,5.0,EDUCATION,C,8500,10.99,0,0.16,Y,5
402,28,13500,OWN,0.0,PERSONAL,A,6700,9.63,1,0.5,N,5
403,36,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,9600,13.98,1,0.12,Y,13
404,26,60000,MORTGAGE,0.0,MEDICAL,A,5000,7.9,1,0.08,N,2
405,27,52000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,3000,15.96,1,0.06,Y,6
406,31,43812,RENT,2.0,MEDICAL,C,2400,14.35,0,0.05,N,5
407,27,39480,MORTGAGE,2.0,EDUCATION,C,7200,13.79,0,0.18,N,7
408,42,32400,RENT,1.0,DEBTCONSOLIDATION,D,8875,16.29,1,0.27,N,16
409,31,68000,OWN,8.0,VENTURE,B,10000,10.99,0,0.15,N,7
410,22,45000,RENT,0.0,EDUCATION,C,9000,14.26,0,0.2,Y,3
411,24,50000,RENT,1.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.2,N,4
412,22,25500,MORTGAGE,0.0,VENTURE,A,7000,6.99,0,0.27,N,2
413,25,90000,MORTGAGE,9.0,MEDICAL,A,6000,10.99,0,0.07,N,4
414,22,35500,MORTGAGE,0.0,EDUCATION,C,4000,12.53,0,0.11,N,2
415,21,24960,RENT,0.0,EDUCATION,C,1000,13.98,0,0.04,N,4
416,23,39689,OWN,1.0,VENTURE,C,13000,13.57,0,0.33,Y,2
417,44,80100,MORTGAGE,16.0,MEDICAL,B,8000,10.38,0,0.1,N,16
418,22,102000,OWN,1.0,MEDICAL,C,7000,12.87,0,0.07,N,3
419,27,21600,OWN,11.0,HOMEIMPROVEMENT,B,4000,10.62,0,0.19,N,9
420,23,71000,MORTGAGE,7.0,VENTURE,A,8500,5.79,0,0.12,N,2
421,25,61000,RENT,4.0,VENTURE,A,9500,7.51,0,0.16,N,2
422,40,74004,MORTGAGE,12.0,EDUCATION,A,7125,6.62,0,0.1,N,14
423,28,80000,OWN,1.0,MEDICAL,A,3000,6.54,0,0.04,N,9
424,24,49000,MORTGAGE,5.0,EDUCATION,A,2700,6.92,0,0.06,N,3
425,28,90000,RENT,0.0,VENTURE,C,4000,13.49,0,0.04,N,8
426,42,61000,OWN,2.0,PERSONAL,A,14400,7.51,0,0.24,N,17
427,22,32112,MORTGAGE,4.0,PERSONAL,C,15000,13.98,0,0.47,N,3
428,25,38400,OWN,9.0,EDUCATION,A,1000,6.62,0,0.03,N,2
429,29,60000,OWN,9.0,PERSONAL,C,9000,12.23,0,0.15,N,10
430,23,38400,RENT,1.0,VENTURE,A,2000,7.66,0,0.05,N,3
431,29,65000,MORTGAGE,5.0,EDUCATION,A,10000,8.49,0,0.15,N,10
432,32,60000,MORTGAGE,4.0,PERSONAL,B,13250,11.83,0,0.22,N,10
433,35,65412,RENT,12.0,HOMEIMPROVEMENT,B,19000,11.14,0,0.29,N,7
434,22,38400,RENT,4.0,VENTURE,C,16000,11.54,1,0.42,Y,3
435,26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2
436,28,150000,MORTGAGE,0.0,VENTURE,E,25000,15.25,0,0.17,Y,8
437,38,39000,RENT,1.0,EDUCATION,E,5000,17.74,1,0.13,N,17
438,27,51600,MORTGAGE,12.0,MEDICAL,A,6000,8.9,0,0.12,N,9
439,23,27600,MORTGAGE,4.0,EDUCATION,A,9800,7.29,0,0.36,N,4
440,30,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,2500,12.69,0,0.04,N,7
441,26,85000,RENT,1.0,EDUCATION,A,2500,8.59,0,0.03,N,2
442,27,54000,MORTGAGE,0.0,PERSONAL,D,12000,16.49,1,0.22,N,5
443,27,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,22000,14.09,0,0.34,Y,6
444,26,31303,MORTGAGE,7.0,MEDICAL,A,12000,10.99,0,0.38,N,2
445,37,42000,RENT,0.0,MEDICAL,A,12000,10.99,0,0.29,N,14
446,35,52000,RENT,2.0,VENTURE,B,9000,10.99,0,0.17,N,9
447,36,48000,MORTGAGE,17.0,VENTURE,A,10000,9.63,0,0.21,N,14
448,24,97000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,22000,12.68,0,0.23,N,3
449,35,139000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,35000,12.69,0,0.25,N,6
450,24,48000,MORTGAGE,8.0,MEDICAL,A,10000,7.49,0,0.21,N,3
451,21,61000,MORTGAGE,6.0,PERSONAL,C,6000,10.99,0,0.1,N,3
452,24,13288,RENT,5.0,VENTURE,D,2400,17.27,1,0.18,N,2
453,34,113900,MORTGAGE,5.0,MEDICAL,E,35000,18.64,1,0.26,N,10
454,29,37000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4800,10.36,0,0.13,N,7
455,25,80000,MORTGAGE,5.0,PERSONAL,A,18200,7.9,0,0.23,N,2
456,32,70000,MORTGAGE,3.0,VENTURE,A,4000,5.79,0,0.06,N,5
457,41,180000,RENT,16.0,DEBTCONSOLIDATION,A,14000,6.03,0,0.08,N,15
458,37,39870,RENT,8.0,MEDICAL,B,10000,10.65,0,0.25,N,14
459,24,45000,RENT,1.0,VENTURE,B,12000,10.99,0,0.27,N,3
460,22,68000,MORTGAGE,3.0,EDUCATION,B,14800,9.88,0,0.22,N,4
461,27,88000,RENT,4.0,VENTURE,A,10000,7.51,0,0.11,N,7
462,27,24840,OWN,0.0,MEDICAL,A,11500,8.49,0,0.46,N,6
463,35,115000,RENT,1.0,VENTURE,B,28000,9.91,0,0.24,N,6
464,30,29120,RENT,0.0,DEBTCONSOLIDATION,A,5400,7.14,0,0.19,N,10
465,26,26400,RENT,0.0,EDUCATION,A,4000,7.9,0,0.15,N,2
466,22,10000,RENT,4.0,DEBTCONSOLIDATION,C,1750,14.72,1,0.17,Y,3
467,32,49500,RENT,2.0,MEDICAL,B,8900,10.99,0,0.18,N,7
468,26,22584,RENT,4.0,PERSONAL,A,1800,8.49,0,0.08,N,2
469,28,62000,RENT,2.0,PERSONAL,B,3000,9.96,0,0.05,N,9
470,21,39900,RENT,0.0,VENTURE,A,12000,7.9,0,0.3,N,3
471,27,156000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5000,6.54,0,0.03,N,5
472,24,42000,RENT,2.0,VENTURE,C,1000,13.16,0,0.02,N,2
473,23,45000,RENT,2.0,PERSONAL,A,12000,5.79,0,0.27,N,3
474,26,100016,RENT,10.0,EDUCATION,C,11200,13.98,0,0.11,Y,2
475,23,86000,RENT,6.0,EDUCATION,B,13000,10.62,0,0.15,N,3
476,30,70000,MORTGAGE,5.0,MEDICAL,B,31825,12.69,0,0.45,N,8
477,23,46300,RENT,0.0,PERSONAL,A,1675,6.54,0,0.04,N,3
478,32,80000,RENT,6.0,DEBTCONSOLIDATION,B,9600,11.14,0,0.12,N,5
479,24,33000,OWN,7.0,VENTURE,A,14000,10.99,0,0.42,N,2
480,38,126000,MORTGAGE,3.0,VENTURE,D,2400,10.99,0,0.02,N,14
481,21,90000,MORTGAGE,4.0,EDUCATION,B,1500,10.75,0,0.02,N,4
482,27,46000,RENT,11.0,MEDICAL,B,8000,11.36,0,0.17,N,8
483,41,58000,RENT,16.0,PERSONAL,C,7500,11.03,0,0.13,Y,16
484,33,27120,RENT,4.0,DEBTCONSOLIDATION,C,6000,13.49,1,0.22,N,8
485,26,35000,RENT,5.0,VENTURE,C,13225,13.49,1,0.38,Y,3
486,33,34000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,6000,14.11,1,0.18,N,9
487,23,80000,RENT,0.0,VENTURE,C,14000,14.27,0,0.17,Y,2
488,25,39996,RENT,9.0,VENTURE,B,6000,9.7,0,0.15,N,4
489,28,90000,RENT,1.0,PERSONAL,A,10200,8.9,0,0.11,N,8
490,23,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6000,10.65,1,0.11,N,3
491,27,14400,RENT,3.0,EDUCATION,F,2500,18.3,1,0.17,N,7
492,23,28800,OWN,2.0,PERSONAL,B,3000,11.11,0,0.1,N,4
493,24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4
494,34,54000,MORTGAGE,5.0,PERSONAL,A,3500,5.99,0,0.06,N,6
495,28,29950,RENT,4.0,EDUCATION,C,3825,14.27,0,0.13,N,8
496,25,37200,MORTGAGE,4.0,EDUCATION,B,10000,9.91,0,0.27,N,3
497,31,53000,MORTGAGE,8.0,EDUCATION,C,3000,15.23,0,0.06,N,5
498,25,120000,RENT,3.0,DEBTCONSOLIDATION,A,10000,9.32,0,0.08,N,2
499,28,57360,MORTGAGE,3.0,EDUCATION,B,23000,10.99,0,0.4,N,7
500,22,43000,RENT,6.0,EDUCATION,B,13500,10.95,1,0.31,N,4
501,29,44000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,10000,14.74,1,0.23,N,5
502,35,34000,RENT,0.0,DEBTCONSOLIDATION,E,5000,15.45,1,0.15,Y,6
503,27,112500,MORTGAGE,4.0,HOMEIMPROVEMENT,D,10400,15.62,0,0.09,Y,6
504,31,75000,RENT,1.0,MEDICAL,C,10000,13.47,0,0.13,Y,6
505,26,43680,RENT,0.0,PERSONAL,B,12000,10.37,0,0.27,N,2
506,26,45600,MORTGAGE,9.0,EDUCATION,C,10000,15.27,0,0.22,Y,3
507,35,66000,RENT,0.0,HOMEIMPROVEMENT,B,18000,9.99,0,0.27,N,8
508,28,86400,MORTGAGE,0.0,EDUCATION,A,5000,5.79,0,0.06,N,5
509,44,36000,MORTGAGE,0.0,VENTURE,B,1000,11.48,0,0.03,N,15
510,21,26000,RENT,2.0,MEDICAL,E,7750,16.7,1,0.3,Y,2
511,28,45000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,15000,15.99,0,0.33,Y,8
512,30,24000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6000,8.94,0,0.25,N,7
513,24,75000,RENT,8.0,PERSONAL,C,5000,11.78,0,0.07,Y,2
514,26,36000,RENT,2.0,PERSONAL,B,5500,10.65,0,0.15,N,2
515,29,38000,MORTGAGE,8.0,EDUCATION,A,3600,7.14,0,0.09,N,9
516,26,150000,OWN,10.0,VENTURE,B,24000,11.83,0,0.16,N,4
517,25,96000,MORTGAGE,9.0,MEDICAL,A,14000,6.03,0,0.15,N,3
518,29,38000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,2450,10.99,0,0.06,Y,6
519,24,39600,RENT,7.0,HOMEIMPROVEMENT,B,10000,10.36,1,0.25,N,3
520,28,40000,RENT,1.0,MEDICAL,C,1700,10.99,0,0.04,N,9
521,36,100671,MORTGAGE,6.0,MEDICAL,B,12000,10.99,0,0.12,N,14
522,25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4
523,31,72000,RENT,15.0,HOMEIMPROVEMENT,C,6000,13.23,0,0.08,N,5
524,22,130000,MORTGAGE,3.0,VENTURE,B,24250,12.18,0,0.19,N,4
525,26,51996,RENT,1.0,MEDICAL,C,10000,13.23,0,0.19,N,4
526,23,120000,RENT,3.0,MEDICAL,B,14000,9.99,0,0.12,N,4
527,24,37000,RENT,3.0,PERSONAL,B,5500,9.2,0,0.15,N,2
528,27,100000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12000,6.03,0,0.12,N,6
529,70,39996,RENT,4.0,MEDICAL,C,3600,15.23,0,0.09,Y,19
530,48,19632,RENT,19.0,PERSONAL,C,2000,13.47,0,0.1,Y,12
531,22,75000,RENT,2.0,DEBTCONSOLIDATION,A,5000,5.79,0,0.07,N,2
532,34,110000,MORTGAGE,15.0,EDUCATION,B,6000,9.45,0,0.05,N,6
533,26,47360,MORTGAGE,10.0,HOMEIMPROVEMENT,D,6000,14.61,1,0.13,Y,3
534,31,36000,RENT,14.0,EDUCATION,C,7000,13.72,0,0.19,N,8
535,63,1782000,RENT,13.0,EDUCATION,C,12025,14.27,0,0.01,N,30
536,32,36000,RENT,2.0,VENTURE,A,3050,6.99,0,0.08,N,5
537,23,77000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.14,0,0.21,N,3
538,25,180000,RENT,2.0,VENTURE,B,3000,11.12,0,0.02,N,2
539,24,96408,RENT,1.0,EDUCATION,C,7700,12.53,0,0.08,Y,4
540,24,90000,RENT,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.11,N,2
541,25,54000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,12000,12.73,1,0.22,N,4
542,31,144000,RENT,0.0,EDUCATION,G,13000,21.21,1,0.09,N,6
543,25,76344,RENT,2.0,HOMEIMPROVEMENT,A,5000,9.63,0,0.07,N,2
544,27,49800,RENT,3.0,PERSONAL,B,10000,10.74,0,0.2,N,7
545,22,24500,RENT,3.0,MEDICAL,B,4800,10.65,0,0.2,N,2
546,23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4
547,26,66000,MORTGAGE,7.0,PERSONAL,B,4000,11.99,0,0.06,N,2
548,26,32500,MORTGAGE,8.0,MEDICAL,C,3000,13.22,0,0.09,N,4
549,25,48360,MORTGAGE,9.0,EDUCATION,A,6000,7.66,0,0.12,N,3
550,25,19200,RENT,1.0,VENTURE,A,9500,7.88,1,0.49,N,4
551,34,50000,RENT,0.0,PERSONAL,B,3600,11.99,0,0.07,N,7
552,25,29004,RENT,0.0,HOMEIMPROVEMENT,D,3200,17.49,1,0.11,Y,2
553,22,72000,MORTGAGE,3.0,EDUCATION,A,8400,5.42,0,0.12,N,2
554,47,53808,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,11.71,0,0.28,N,16
555,22,95000,RENT,0.0,EDUCATION,A,5750,10.99,0,0.06,N,3
556,35,43000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,13200,16.77,1,0.31,Y,9
557,43,350000,MORTGAGE,3.0,PERSONAL,B,18000,11.49,0,0.05,N,14
558,22,13440,RENT,1.0,MEDICAL,B,4800,12.53,1,0.36,N,4
559,43,54000,RENT,0.0,HOMEIMPROVEMENT,D,9000,15.65,1,0.17,Y,16
560,21,85000,RENT,5.0,PERSONAL,B,3200,10.25,0,0.04,N,4
561,21,53000,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.62,0,0.19,N,3
562,24,40000,RENT,2.0,MEDICAL,B,6000,10.99,0,0.15,N,3
563,24,54400,MORTGAGE,8.0,DEBTCONSOLIDATION,C,12000,10.99,0,0.22,Y,4
564,34,55500,RENT,2.0,PERSONAL,A,10450,7.51,0,0.19,N,10
565,31,82524,MORTGAGE,4.0,VENTURE,A,12000,6.62,0,0.15,N,8
566,36,30000,RENT,1.0,DEBTCONSOLIDATION,B,5000,11.14,0,0.17,N,17
567,21,45000,RENT,5.0,EDUCATION,B,10000,10.99,0,0.22,N,2
568,21,25200,RENT,2.0,EDUCATION,A,6000,7.49,0,0.24,N,3
569,37,200000,MORTGAGE,7.0,EDUCATION,D,25000,15.57,0,0.13,N,14
570,28,43000,RENT,5.0,MEDICAL,B,6000,10.39,0,0.14,N,5
571,22,42000,MORTGAGE,6.0,EDUCATION,C,6000,12.99,0,0.14,Y,2
572,23,126000,RENT,0.0,PERSONAL,C,8000,13.23,0,0.06,N,3
573,30,225000,RENT,2.0,MEDICAL,B,25000,12.42,0,0.11,N,10
574,28,30000,RENT,3.0,MEDICAL,B,5000,9.88,0,0.17,N,8
575,24,67600,RENT,7.0,HOMEIMPROVEMENT,D,10000,16.02,0,0.15,Y,2
576,29,120000,MORTGAGE,8.0,MEDICAL,A,28000,7.9,0,0.23,N,8
577,21,42000,MORTGAGE,3.0,EDUCATION,B,13750,11.36,0,0.33,N,4
578,26,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,6.62,1,0.27,N,4
579,34,60000,RENT,1.0,EDUCATION,B,10000,9.62,0,0.17,N,9
580,24,22680,RENT,9.0,DEBTCONSOLIDATION,B,7000,10.62,1,0.31,N,3
581,26,63000,RENT,4.0,VENTURE,D,7000,14.84,0,0.11,N,2
582,26,53000,RENT,4.0,DEBTCONSOLIDATION,D,5000,15.95,1,0.09,Y,2
583,36,69996,RENT,6.0,VENTURE,B,20400,10.37,0,0.29,N,14
584,26,75000,MORTGAGE,9.0,EDUCATION,C,4000,12.99,0,0.05,N,2
585,34,26000,OWN,7.0,HOMEIMPROVEMENT,B,6000,12.42,0,0.23,N,8
586,27,34000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,8875,10.65,1,0.26,N,9
587,23,51000,RENT,6.0,DEBTCONSOLIDATION,C,13500,12.23,0,0.26,Y,2
588,22,37000,RENT,4.0,PERSONAL,B,5000,10.65,0,0.14,N,4
589,43,93000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,7500,12.86,1,0.08,Y,15
590,44,32004,RENT,4.0,EDUCATION,C,4000,14.35,0,0.12,N,13
591,23,46000,RENT,1.0,EDUCATION,B,12500,11.11,0,0.27,N,2
592,30,51372,RENT,4.0,MEDICAL,A,4500,6.39,0,0.09,N,10
593,25,18000,MORTGAGE,1.0,MEDICAL,B,4000,10.99,1,0.22,N,3
594,31,44000,RENT,1.0,HOMEIMPROVEMENT,B,10000,10.71,1,0.23,N,9
595,24,60000,MORTGAGE,4.0,VENTURE,A,12000,7.9,0,0.2,N,3
596,22,41000,RENT,5.0,VENTURE,A,14000,10.99,1,0.34,N,3
597,22,35064,RENT,4.0,DEBTCONSOLIDATION,A,2000,8.38,0,0.06,N,2
598,24,89000,MORTGAGE,1.0,VENTURE,D,25000,15.65,1,0.28,Y,4
599,30,45000,MORTGAGE,11.0,PERSONAL,D,10000,14.74,1,0.22,N,6
600,26,36000,RENT,3.0,DEBTCONSOLIDATION,D,7000,14.96,1,0.19,Y,4
601,38,80000,RENT,9.0,PERSONAL,B,2500,10.99,0,0.03,N,13
602,27,68000,RENT,4.0,HOMEIMPROVEMENT,A,8700,7.88,0,0.13,N,5
603,39,110000,RENT,17.0,MEDICAL,B,21000,11.11,0,0.19,N,16
604,55,54000,RENT,20.0,VENTURE,A,5800,6.76,0,0.11,N,24
605,24,12000,RENT,4.0,MEDICAL,A,2400,6.92,1,0.2,N,2
606,23,75000,OWN,5.0,PERSONAL,B,21000,12.42,0,0.28,N,2
607,23,29000,RENT,7.0,PERSONAL,C,6000,13.61,0,0.21,N,4
608,24,70000,MORTGAGE,7.0,MEDICAL,B,25000,10.99,0,0.36,N,2
609,31,34000,RENT,2.0,MEDICAL,B,2400,12.21,0,0.07,N,5
610,23,61836,MORTGAGE,4.0,DEBTCONSOLIDATION,D,1700,16.77,1,0.03,N,4
611,28,72467,RENT,2.0,MEDICAL,B,5000,8.88,0,0.07,N,7
612,24,86000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,16000,11.12,0,0.19,N,3
613,28,70254,OWN,12.0,VENTURE,A,3500,6.62,0,0.05,N,9
614,29,34000,RENT,0.0,DEBTCONSOLIDATION,B,10000,12.53,1,0.29,N,6
615,22,102000,MORTGAGE,6.0,PERSONAL,A,10000,7.49,0,0.1,N,4
616,32,95000,RENT,5.0,HOMEIMPROVEMENT,C,6400,11.54,0,0.07,N,5
617,22,42224,RENT,7.0,VENTURE,A,20000,6.99,1,0.47,N,4
618,28,58000,RENT,3.0,EDUCATION,B,12500,11.71,0,0.22,N,7
619,23,33600,RENT,2.0,DEBTCONSOLIDATION,C,10750,10.99,1,0.32,Y,3
